time_s,gps_available,ekf_x,ekf_y,ekf_vx,ekf_vy,ekf_yaw,accel_bias_x,accel_bias_y,gyro_bias_z,reference_x,reference_y,position_error,position_error_x,position_error_y
1.6999999999999995,True,-9.595159406134812,-2.193735450526314,-3.205973414485602,-2.39649757553211,-0.3404697644484398,0.04240615789324659,0.012453190785898025,0.0,-8.45584111173428,-3.929578025054059,2.076341884059282,-1.1393182944005318,1.7358425745277453
1.799,True,-9.916024724202627,-2.803234009391217,-3.1588776806942738,-2.705753441781542,-0.3501321644484398,0.04638547688091795,0.02351718052840049,0.0,-8.9265156410489,-4.149990617038486,1.6711916664121176,-0.9895090831537274,1.346756607647269
1.9,True,-10.379533552955012,-3.149027083555806,-3.1845254266310747,-2.929833756892252,-0.3507078644484399,0.0517085466889332,0.03306662765964537,0.0,-9.393115066254497,-4.3859879378844155,1.5821168054369112,-0.986418486700515,1.2369608543286095
1.999,True,-10.591270331586214,-3.432110328703871,-3.136113496645867,-3.022853039341476,-0.34909416444843994,0.058013108193265175,0.03434792988726212,0.0,-9.843617830077637,-4.617421158036237,1.401408586082094,-0.7476525015085773,1.1853108293323658
2.099,True,-11.005087346965809,-3.677335393177537,-3.067301123337721,-3.0540783765327233,-0.35021416444843995,0.06148962612449192,0.025825920561883473,0.0,-10.291947205001769,-4.8511920898317085,1.3735022411195164,-0.7131401419640397,1.1738566966541715
2.2,True,-11.233520274140064,-3.972071622179329,-2.941458548362588,-3.1121304567805934,-0.35157766444843996,0.05826200019797314,0.02162413140345177,0.0,-10.737899435848563,-5.076168780177416,1.2102357413529905,-0.49562083829150083,1.104097157998087
2.299,True,-11.408170865296373,-4.31826987664821,-2.8672873915757404,-3.212279801308298,-0.35430016444844,0.06177297807269595,0.023523553389323413,0.0,-11.16150651223321,-5.2965813721618415,1.0089284837520385,-0.2466643530631636,0.9783114955136316
2.399,True,-11.688148888041864,-4.667098599602827,-2.8245518126682523,-3.3171653649954975,-0.35419016444844,0.07310558753941138,0.022434542756833247,0.0,-11.582668526154404,-5.519220353197267,0.8586254070855186,-0.10548036188746046,0.8521217535944396
2.499,True,-11.996229137248182,-4.749822724766672,-2.7934688147476177,-3.260211919799735,-0.35573016444843997,0.08108925708231896,-0.0008801821286728989,0.0,-11.990314777999437,-5.730838706073751,0.9810338094200491,-0.005914359248745171,0.9810159813070785
2.6,True,-12.551604200824144,-5.029559647253186,-2.8034900495346795,-3.21985616180894,-0.35693206444843995,0.08992461139519259,-0.017019435816710043,0.0,-12.395108456920171,-5.955592757435428,0.9391635847997168,-0.1564957439039727,0.9260331101822423
2.6990000000000003,True,-12.905291009617098,-5.380374276146816,-2.729772034850501,-3.246830764034263,-0.36105046444843997,0.09244660025566036,-0.028434837533394996,0.0,-12.77837200226907,-6.176005350218956,0.8056905364067495,-0.12691900734802886,0.7956310740721397
2.8000000000000003,True,-13.25548046818966,-5.479200445107906,-2.6781222704938057,-3.2601957374607613,-0.36154536444844,0.09801286587029634,-0.037072851887913504,0.0,-13.149002724713215,-6.40087072105653,0.9278004135712861,-0.10647774347644479,0.9216702759486246
2.9,True,-13.682038273361314,-5.702975944094874,-2.5554303091626425,-3.353401211449417,-0.36273536444843996,0.10537244136577578,-0.03947127696207399,0.0,-13.508970257987475,-6.612377753665925,0.925723603024435,-0.17306801537383976,0.909401809571051
2.999,True,-14.258245246823654,-6.058549987295783,-2.6324776106375665,-3.4101381230033785,-0.35846846444843994,0.12068059132220788,-0.04662649927237465,0.0,-13.85861419406208,-6.810749086231586,0.8517678455842047,-0.39963105276157407,0.7521990989358027
3.1,True,-14.516142566596816,-6.421766644898704,-2.572408143758899,-3.561853620647505,-0.3550041644484399,0.12452770050439335,-0.03861463490988315,0.0,-14.201737963532741,-7.013127920465073,0.669745035567537,-0.3144046030640748,0.5913612755663689
3.2,True,-14.767792269101506,-6.56926522630503,-2.5507275948177957,-3.550176752431535,-0.3563941644484399,0.1372483208345666,-0.056765933290563106,0.0,-14.520954455294671,-7.2135030038642425,0.6899066751085761,-0.24683781380683456,0.6442377775592121
3.3000000000000003,True,-15.040403495889706,-7.0457787906178675,-2.4163368326964325,-3.661073909272667,-0.3538841644484399,0.1359314542152438,-0.05076028350960415,0.0,-14.819795426302294,-7.402746138040389,0.41963508849112674,-0.22060806958741175,0.3569673474225219
3.4,True,-15.175522577387968,-7.119224965478902,-2.3169137234066373,-3.468143393887555,-0.3524441644484399,0.1366203470803207,-0.09556907360097106,0.0,-15.118636397316584,-7.603121221439557,0.48722851313921856,-0.05688618007138402,0.483896255960655
3.499,True,-15.529552964529252,-7.631957994154747,-2.2039657809761937,-3.5965520790834553,-0.34855346444843993,0.13424599375088175,-0.0926462556244308,0.0,-15.394317193080274,-7.790471924287737,0.2083635762929946,-0.13523577144897736,0.1585139301329903
3.6,True,-15.893143682580979,-7.820400115949689,-2.190687333468496,-3.55089813683462,-0.3458668644484399,0.14005702502916237,-0.1093900846422759,0.0,-15.682359138103234,-7.959343591400393,0.2524587363531134,-0.21078454447774497,0.13894347545070396
